,app,$,val
301,Flight Pilot Simulator 3D: Flying Game For Free,price,0.0
309,Viva™ Slots Las Vegas Classic Casino Games,price,0.0
307,Gummy Drop! – A Match 3 Puzzle Game,price,0.0
306,Google Drive - free online storage,price,0.0
305,"CBS Sports App - Sports Scores, News, Stats, Watch",price,0.0
304,Skype for iPad,price,0.0
303,Redbox,price,0.0
302,Bowling King,price,0.0
185,OpenTable - Restaurant Reservations,price,0.0
183,Sky Burger - Build & Match Food Free,price,0.0
367,Alice in the Mirrors of Albion: Hidden object game,price,0.0
69,Clash Royale,price,0.0
67,The Simpsons™: Tapped Out,price,0.0
66,Dragon City Mobile,price,0.0
65,"YouTube - Watch Videos, Music, and Live Streams",price,0.0
64,Word Cookies!,price,0.0
63,WhatsApp Messenger,price,0.0
62,"ESPN: Get scores, news, alerts & watch live sports",price,0.0
61,Fandango Movies - Times + Tickets,price,0.0
60,iHeartRadio – Free Music & Radio Stations,price,0.0
59,My Horse,price,0.0
58,Temple Run 2,price,0.0
57,Pixel Gun 3D,price,0.0
56,Starbucks,price,0.0
55,Netflix,price,0.0
54,Snapchat,price,0.0
52,Fruit Ninja®,price,0.0
51,Tumblr,price,0.0
50,Zillow Real Estate - Homes for Sale & for Rent,price,0.0
68,Plants vs. Zombies™ 2,price,0.0
71,"eBay: Best App to Buy, Sell, Save! Online Shopping",price,0.0
48,Messenger,price,0.0
72,Kik,price,0.0
91,Fallout Shelter,price,0.0
90,Dictionary.com Dictionary & Thesaurus,price,0.0
89,"The Weather Channel App for iPad – best local forecast, radar map, and storm tracking",price,0.0
87,Can You Escape,price,0.0
85,Bejeweled Blitz,price,0.0
84,"Yelp - Nearby Restaurants, Shopping & Services",price,0.0
83,MADDEN NFL Mobile,price,0.0
82,"Mint: Personal Finance, Budget, Bills & Money",price,0.0
81,Chase Mobile℠,price,0.0
80,MARVEL Contest of Champions,price,0.0
79,Boom Beach,price,0.0
78,Colorfy: Coloring Book for Adults,price,0.0
77,"Kindle – Read eBooks, Magazines & Textbooks",price,0.0
76,Star Wars™: Commander,price,0.0
75,CSR Racing 2,price,0.0
74,Pokémon GO,price,0.0
73,Domino's Pizza USA,price,0.0
49,"Waze - GPS Navigation, Maps & Real-time Traffic",price,0.0
47,Twitter,price,0.0
182,MORTAL KOMBAT X,price,0.0
23,Head Soccer,price,0.0
21,DragonVale,price,0.0
20,Calorie Counter & Diet Tracker by MyFitnessPal,price,0.0
19,PAC-MAN,price,0.0
16,Hay Day,price,0.0
15,Injustice: Gods Among Us,price,0.0
14,Crossy Road - Endless Arcade Hopper,price,0.0
13,CSR Racing,price,0.0
12,Solitaire,price,0.0
10,Subway Surfers,price,0.0
9,Angry Birds,price,0.0
8,Spotify Music,price,0.0
7,Candy Crush Saga,price,0.0
6,Bible,price,0.0
5,Pinterest,price,0.0
4,Pandora - Music & Radio,price,0.0
3,Temple Run,price,0.0
2,Clash of Clans,price,0.0
22,"The Weather Channel: Forecast, Radar & Alerts",price,0.0
24,Google – Search made just for mobile,price,0.0
46,▻Sudoku,price,0.0
25,Despicable Me: Minion Rush,price,0.0
44,Geometry Dash Lite,price,0.0
43,Skype for iPhone,price,0.0
42,Lose It! – Weight Loss Program and Calorie Counter,price,0.0
41,Flow Free,price,0.0
40,Sniper 3D Assassin: Shoot to Kill Gun Game,price,0.0
39,WordBrain,price,0.0
38,Trivia Crack,price,0.0
36,Kim Kardashian: Hollywood,price,0.0
35,"Shazam - Discover music, artists, videos & lyrics",price,0.0
34,Bike Race - Top Motorcycle Racing Games,price,0.0
33,Jetpack Joyride,price,0.0
32,Tiny Tower - Free City Building,price,0.0
31,8 Ball Pool™,price,0.0
30,"Groupon - Deals, Coupons & Discount Shopping App",price,0.0
29,Sonic Dash,price,0.0
27,Google Earth,price,0.0
26,The Sims™ FreePlay,price,0.0
92,SimCity BuildIt,price,0.0
93,Real Basketball,price,0.0
94,Yahoo Fantasy Sports,price,0.0
161,My Verizon,price,0.0
159,Flashlight Ⓞ,price,0.0
158,My Singing Monsters,price,0.0
157,shopkick - Shopping Rewards & Discounts,price,0.0
155,Magic Piano by Smule,price,0.0
154,Fox News,price,0.0
153,Candy Crush Soda Saga,price,0.0
152,Sniper Shooter: Gun Shooting Games,price,0.0
151,SoundCloud - Music & Audio,price,0.0
150,"Gmail - email by Google: secure, fast & organized",price,0.0
149,Weight Watchers,price,0.0
148,Summoners War,price,0.0
147,"Yahoo Sports - Teams, Scores, News & Highlights",price,0.0
146,Jigsaw Puzzle,price,0.0
145,Two Dots,price,0.0
144,Racing Penguin Free - Top Flying and Diving Game,price,0.0
143,Iron Force,price,0.0
142,Wish - Shopping Made Fun,price,0.0
160,Spider Solitaire Free by MobilityWare,price,0.0
162,"Amazon App: shop, scan, compare, and read reviews",price,0.0
95,"WeatherBug - Local Weather, Radar, Maps, Alerts",price,0.0
163,Smash Hit,price,0.0
180,"Village Life: Love, Marriage and Babies",price,0.0
179,Beat the Boss 2,price,0.0
178,Geometry Dash Meltdown,price,0.0
177,Mad Libs,price,0.0
176,Smule Sing!,price,0.0
175,PayPal - Send and request money safely,price,0.0
174,Bank of America - Mobile Banking,price,0.0
173,Bubble Mania™,price,0.0
172,Star Wars™: Galaxy of Heroes,price,0.0
171,Tetris® Blitz,price,0.0
170,Clumsy Ninja,price,0.0
169,Guess My Age  Math Magic,price,0.0
168,iTranslate - Language Translator & Dictionary,price,0.0
167,Funimate video editor: add cool effects to videos,price,0.0
166,Pic Collage - Picture Editor & Photo Collage Maker,price,0.0
165,My Talking Tom,price,0.0
164,▻Solitaire,price,0.0
141,Tinder,price,0.0
138,AccuWeather - Weather for Life,price,0.0
137,Color Switch,price,0.0
136,GasBuddy,price,0.0
113,Piano Tiles (Don't Tap The White Tile),price,0.0
112,Agar.io,price,0.0
111,"ooVoo – Free Video Call, Text and Voice",price,0.0
110,Deer Hunter Classic,price,0.0
109,Call of Duty®: Heroes,price,0.0
108,Blackjack by MobilityWare,price,0.0
107,AdVenture Capitalist,price,0.0
106,Daily Celebrity Crossword,price,0.0
105,Bejeweled Classic,price,0.0
104,IMDb Movies & TV - Trailers and Showtimes,price,0.0
103,ROBLOX,price,0.0
102,Pictoword: Fun 2 Pics Guess What's the Word Trivia,price,0.0
101,Glow Hockey 2 FREE,price,0.0
100,Beer Pong Game,price,0.0
98,Farm Heroes Saga,price,0.0
97,Magic Jigsaw Puzzles,price,0.0
96,Asphalt 8: Airborne,price,0.0
114,TRUTH or DARE!!! - FREE,price,0.0
115,Angry Birds Rio,price,0.0
116,The Secret Society® - Hidden Mystery,price,0.0
127,aa,price,0.0
135,The Masters Tournament,price,0.0
134,Jurassic World™: The Game,price,0.0
133,MyRadar NOAA Weather Radar Forecast,price,0.0
132,Dumb Ways to Die,price,0.0
130,Google Maps - Navigation & Transit,price,0.0
129,Episode - Choose Your Story,price,0.0
128,2048,price,0.0
126,Bowmasters - Top Multiplayer Bowman Archery Game,price,0.0
117,TextNow - Unlimited Text + Calls,price,0.0
125,WatchESPN,price,0.0
124,Words with Friends – Best Word Game,price,0.0
123,Evernote - stay organized,price,0.0
122,"Duolingo - Learn Spanish, French and more",price,0.0
120,Viber Messenger – Text & Call,price,0.0
119,Highway Rider,price,0.0
118,Real Racing 3,price,0.0
366,DIRECTV App for iPad,price,0.0
368,NBC Sports,price,0.0
809,Calculator HD Free,price,0.0
669,Minecraft: Story Mode,price,0.0
667,VS. Racing 2,price,0.0
666,Spinny Circle,price,0.0
665,MARVEL Future Fight,price,0.0
664,Roll the Ball™ - slide puzzle,price,0.0
663,King of Thieves,price,0.0
662,Tubex - Videos and Music for YouTube,price,0.0
660,"The Championships, Wimbledon 2016 - Tennis Grand Slam",price,0.0
659,Dungeon Boss,price,0.0
658,Talking Tom & Ben News for iPad,price,0.0
657,BuzzTube - Video Player for YouTube,price,0.0
656,The Walking Dead: No Man's Land,price,0.0
655,MONOPOLY Bingo!,price,0.0
654,"Disney Channel – Watch Full Episodes, Movies & TV",price,0.0
653,Venmo,price,0.0
649,RollerCoaster Tycoon® 4 Mobile™,price,0.0
648,Gods of Olympus,price,0.0
646,Robot Unicorn Attack 2,price,0.0
668,Wishbone - Compare Anything,price,0.0
670,happn — Dating app — Find and meet your crush,price,0.0
644,Inbox by Gmail,price,0.0
671,Paradise Bay,price,0.0
694,LEGO® Star Wars™:  The Complete Saga,price,0.0
693,EA SPORTS™ UFC®,price,0.0
692,Heart of Vegas Slots – Casino Slot Machine Games,price,0.0
691,Perfect365 - Custom makeup designs and beauty tips,price,0.0
689,Drive Ahead!,price,0.0
687,USAA Mobile,price,0.0
686,T-Mobile,price,0.0
685,Canvas by Instructure,price,0.0
684,Hot Shot Slots Games – Vegas Casino Slot Machines,price,0.0
683,Talking Ginger for iPad,price,0.0
682,"Adobe Acrobat Reader: View, Create, & Convert PDFs",price,0.0
679,Century City,price,0.0
677,Dubsmash,price,0.0
676,"DraftKings - Daily Fantasy Golf, Baseball, & More",price,0.0
675,Sugar Smash: Book of Life,price,0.0
674,Peak - Brain Training,price,0.0
672,Memrise: learn languages,price,0.0
645,Colorfly : Coloring Book for Adults - Free Games,price,0.0
643,Jelly Splash,price,0.0
589,Wizard of OZ: Magic Match,price,0.0
615,"RainbowKey - Color keyboard themes, fonts & GIF",price,0.0
613,100 PICS Quiz - guess the picture trivia games,price,0.0
612,"Grindr - Gay and same sex guys chat, meet and date",price,0.0
611,Design Home,price,0.0
609,SimSimi,price,0.0
608,My Cafe: Recipes & Stories - World Restaurant Game,price,0.0
607,Angry Birds Friends,price,0.0
606,Words Crush: Hidden Words!,price,0.0
604,Square Cash - Send Money for Free,price,0.0
603,Vainglory,price,0.0
600,Assassin's Creed Pirates,price,0.0
599,Clash of Kings - CoK,price,0.0
598,Miitomo,price,0.0
597,Pigment - Coloring Book for Adults,price,0.0
596,Hungry Shark World,price,0.0
595,Paper.io,price,0.0
594,Mercari: Shopping Marketplace to Buy & Sell Stuff,price,0.0
593,NFL Sunday Ticket,price,0.0
614,Castle Crush: Epic Strategy Game,price,0.0
616,PAC-MAN 256 - Endless Arcade Maze,price,0.0
640,Juice Jam,price,0.0
617,Empires & Allies,price,0.0
639,Restaurant DASH with Gordon Ramsay,price,0.0
637,MLB.com At Bat,price,0.0
636,Capital One for iPad,price,0.0
635,Inside Out Thought Bubbles,price,0.0
634,Vlogger Go Viral - Clicker Game & Vlog Simulator,price,0.0
633,Amazing Thief,price,0.0
632,Solitaire Classic Card Game™,price,0.0
628,Where's My Water? 2,price,0.0
627,Airbnb,price,0.0
626,iGun Pro HD - The Original Gun Application,price,0.0
625,Kill Shot Bravo,price,0.0
624,Traffic Racer,price,0.0
623,Dungeon Hunter 5 - Multiplayer RPG on iOS,price,0.0
621,Angry Birds Star Wars HD,price,0.0
620,"Shopular Coupons, Weekly Deals for Target, Walmart",price,0.0
619,Storm Radar,price,0.0
618,Crazy Taxi™ City Rush,price,0.0
696,Rodeo Stampede - Sky Zoo Safari,price,0.0
697,Racing in Car,price,0.0
698,Bad Piggies HD,price,0.0
777,The Walking Dead: Road to Survival - Strategy Game,price,0.0
775,InstaMag - Free Pic and Photo Collage Maker,price,0.0
774,"Farm Heroes Super Saga: Match, Collect and Grow!",price,0.0
773,Plants vs. Zombies™ Heroes,price,0.0
772,Sonic CD,price,0.0
771,NASCAR MOBILE,price,0.0
769,FarmVille: Tropic Escape - Harvest in Paradise,price,0.0
768,DC Legends,price,0.0
767,Photomath - Camera Calculator,price,0.0
766,MyScript Calculator - Handwriting calculator,price,0.0
764,The Line Zen,price,0.0
763,"Quizlet: Study Flashcards, Languages & Vocabulary",price,0.0
762,"Univision Deportes: Liga MX, MLS, Fútbol En Vivo",price,0.0
761,"Camera360 - Selfie Filter Camera, Photo Editor",price,0.0
760,Weibo HD,price,0.0
759,Zombie Catchers,price,0.0
758,Sworkit - Custom Workouts for Exercise & Fitness,price,0.0
757,Merriam-Webster Dictionary,price,0.0
776,"Over— Edit Photos, Add Text & Captions to Pictures",price,0.0
778,5miles: Buy and Sell Used Stuff Locally,price,0.0
699,Bingo Pop,price,0.0
779,Cartoon Network App – Teen Titans Go! And more!,price,0.0
808,Flappy Golf,price,0.0
806,Spinrilla - Mixtapes For Free,price,0.0
804,"Prisma: Photo Editor, Art Filters Pic Effects",price,0.0
800,Repost for Instagram,price,0.0
797,Hovercraft: Takedown - Custom Combat Cars,price,0.0
796,Cupcake Mania™,price,0.0
795,FIFA Mobile Soccer,price,0.0
793,Ninja Kid Run VR: Runner & Racing Games For Free,price,0.0
791,NHL,price,0.0
790,Sephora Makeup & Beauty App – Insider Tips & Style,price,0.0
789,"InstaSize: Photo Editor, Picture Effects & Collage",price,0.0
788,Forge of Empires,price,0.0
787,Photo Transfer App - Easy backup of photos+videos,price,0.0
786,ColorArt: Coloring Book For Adults,price,0.0
785,iTunes U,price,0.0
782,Tap Tap Fish - Abyssrium,price,0.0
781,Disney Movies Anywhere: Watch Your Disney Movies!,price,0.0
756,The Silent Age,price,0.0
755,Roku,price,0.0
754,"Warhammer 40,000: Freeblade",price,0.0
753,Wallpapers for Me - Themes & Background Images,price,0.0
725,Charades!™,price,0.0
723,Animation Throwdown: The Quest for Cards,price,0.0
722,AutoRap by Smule,price,0.0
721,"Paper by FiftyThree - Sketch, Diagram, Take Notes",price,0.0
718,Ghost Lens+Scary Photo Video Edit&Collage Maker,price,0.0
716,Letter Soup - Word Game,price,0.0
715,"Muslim Pro: Ramadan 2017 Prayer Times, Azan, Quran",price,0.0
714,After School - Funny Anonymous School News,price,0.0
713,Freeform – watch live TV & stream full episodes,price,0.0
711,"RetailMeNot Shopping Deals, Coupons, Savings",price,0.0
710,The Washington Post Classic,price,0.0
709,Talking Tom Gold Run: Fun & Endless Running Game,price,0.0
708,Dawn of Titans,price,0.0
707,ABCmouse.com - Early Learning Academy,price,0.0
705,100! Block Puzzle - Color jigsaw 10x10 board game,price,0.0
703,imo video calls and chat,price,0.0
702,The Impossible Quiz!,price,0.0
726,Head Basketball,price,0.0
727,Poshmark: Buy & Sell Fashion,price,0.0
728,Kitchen Scramble: Cooking Game,price,0.0
742,Willy Wonka Slots: Vegas Casino Slot Machines,price,0.0
752,Shooty Skies - Endless Arcade Flyer,price,0.0
751,Swamp Attack,price,0.0
750,"Bleacher Report: Sports news, scores, & highlights",price,0.0
749,Flip Diving,price,0.0
745,Disney Magic Kingdoms,price,0.0
744,X-War: Clash of Zombies,price,0.0
743,MARVEL Avengers Academy,price,0.0
741,Bruh-Button,price,0.0
729,Whole Foods Market,price,0.0
740,"ipsy - Makeup, subscription and beauty tips",price,0.0
739,TaxCaster – Free tax refund calculator,price,0.0
738,New Furniture Mods - Pocket Wiki & Game Tools for Minecraft PC Edition,price,0.0
735,"Quick Reposter - Repost, Regram and Reshare Photos",price,0.0
733,Zombie Castaways,price,0.0
732,UberEATS: Uber for Food Delivery,price,0.0
731,Merged!,price,0.0
590,Microsoft Excel,price,0.0
587,Survivors: the Quest®,price,0.0
369,Lyft,price,0.0
446,ClassDojo,price,0.0
444,Timberman,price,0.0
443,Weather Live Free - Weather Forecast & Alerts,price,0.0
442,Angry Birds POP! - Bubble Shooter,price,0.0
439,Flashlight ！,price,0.0
437,CVS Pharmacy,price,0.0
435,Gin Rummy Plus - Multiplayer Online Card Game,price,0.0
434,Hangouts,price,0.0
433,Unison League,price,0.0
431,Calculator‰,price,0.0
429,Hidden City®: Mystery of Shadows,price,0.0
428,2016 US Open Tennis Championships,price,0.0
427,Best Fiends,price,0.0
425,Bitmoji - Your Personal Emoji,price,0.0
424,Lep's World Free - platformer games,price,0.0
423,Zombie Frontier 3 – Top Zombie Shooting Game,price,0.0
422,letgo: Buy & Sell Second Hand Stuff,price,0.0
420,Disney Crossy Road,price,0.0
445,Yu-Gi-Oh! Duel Links,price,0.0
450,Fishing Kings Free+,price,0.0
418,Fishdom,price,0.0
452,Need for Speed™ No Limits,price,0.0
472,Mr Jump,price,0.0
471,Egg!,price,0.0
469,Choices: Stories You Play,price,0.0
468,Angry Birds Star Wars II,price,0.0
467,Cooking Dash™,price,0.0
466,Hill Climb Racing 2,price,0.0
464,Rookie Cam - Photo Editor & Filter Camera,price,0.0
463,Nike+ Training Club - Workouts & Fitness Plans,price,0.0
462,Dragon Mania Legends: Dragon Breeding Game,price,0.0
461,Angry Birds Star Wars,price,0.0
460,Chase Mobile,price,0.0
459,"Badoo - Meet New People, Chat, Socialize.",price,0.0
458,Victoria’s Secret – The Sexiest Bras & Lingerie,price,0.0
457,WeChat,price,0.0
456,"Photo Lab: Picture Editor, effects & fun face app",price,0.0
455,LINE PLAY - Your Avatar World,price,0.0
454,Hearthstone,price,0.0
419,Indeed Job Search,price,0.0
417,FOX NOW - Watch Full Episodes and Stream Live TV,price,0.0
585,Google Sheets,price,0.0
391,Hangman.,price,0.0
389,Wells Fargo Mobile,price,0.0
388,Soccer Stars™,price,0.0
387,Amazon Prime Video,price,0.0
386,NBA,price,0.0
385,CSR Classics,price,0.0
384,"Find My Family, Friends & iPhone - Life360 Locator",price,0.0
383,Wooden Block Puzzle - Wood jigsaw fit 1010 matrix,price,0.0
382,"Ibotta: Cash Back App, Grocery Coupons & Shopping",price,0.0
379,Gardenscapes - New Acres,price,0.0
378,Modern Combat 5 : The Multiplayer eSports Shooter,price,0.0
377,Color Pop Effects - Photo Editor & Picture Editing,price,0.0
375,Tricky Test 2™: Genius Brain?,price,0.0
374,NOAA Weather Radar - Weather Forecast & HD Radar,price,0.0
373,Fit Brains Trainer,price,0.0
372,Seekers Notes: Hidden Mystery,price,0.0
371,Gangstar Vegas,price,0.0
370,Super Stickman Golf 2,price,0.0
390,Flippy Bottle Extreme! - Marker Flip Tricky 2K16,price,0.0
393,Billionaire – Business Capitalist Tycoon!,price,0.0
416,CBS Full Episodes and Live TV,price,0.0
394,World of Tanks Blitz,price,0.0
415,Photo Editor by Aviary,price,0.0
414,"MOLDIV - Photo Editor, Collage & Beauty Camera",price,0.0
413,Angry Birds Space HD,price,0.0
412,Microsoft OneNote,price,0.0
411,ESPN Tournament Challenge,price,0.0
409,iSwap Faces LITE,price,0.0
408,"Whisper - Share, Express, Meet",price,0.0
407,Jigsaw Puzzle Collection HD,price,0.0
406,YAHTZEE® With Buddies: The Classic Dice Game,price,0.0
405,Photo Grid - photo collage maker & photo editor,price,0.0
403,NBA LIVE Mobile Basketball,price,0.0
402,Disney Emoji Blitz,price,0.0
401,The Sandbox - Building & Crafting a Pixel World!,price,0.0
400,Panda Pop,price,0.0
399,Blitz Brigade: Multiplayer FPS shooter online!,price,0.0
398,Real Steel World Robot Boxing,price,0.0
397,Pearl's Peril - Hidden Object Adventures,price,0.0
474,NBC News,price,0.0
475,Microsoft Outlook - email and calendar,price,0.0
476,Talking Angela for iPad,price,0.0
561,HBO GO,price,0.0
558,Gilt,price,0.0
554,Driving School 2016,price,0.0
553,"Flashlight for iPhone , iPod and iPad",price,0.0
551,Google Translate,price,0.0
549,Animal Jam - Play Wild!,price,0.0
548,Cops N Robbers (FPS) - Block Survival Multiplayer,price,0.0
547,NFL,price,0.0
545,Plant Nanny - Water Reminder with Cute Plants,price,0.0
544,Make It Rain: The Love of Money,price,0.0
542,Marco Polo Video Walkie Talkie,price,0.0
541,Tom's Love Letters,price,0.0
540,Batman: Arkham Origins,price,0.0
539,Browser and File Manager for Documents,price,0.0
538,Truecaller - Spam Identification & Block,price,0.0
536,Doodle Jump FREE - BE WARNED: Insanely addictive,price,0.0
535,FINAL FANTASY BRAVE EXVIUS,price,0.0
534,Splice - Video Editor + Movie Maker by GoPro,price,0.0
560,My Mixtapez Music,price,0.0
562,Bad Piggies,price,0.0
478,FotoRus -Camera & Photo Editor & Pic Collage Maker,price,0.0
563,Sing Karaoke Songs Unlimited with StarMaker,price,0.0
584,Flashlight ◎,price,0.0
583,Tank War - Geometry Go Shot Color Dot.IO,price,0.0
582,Turbo Dismount®,price,0.0
581,Angry Birds Blast,price,0.0
578,Mobile Strike,price,0.0
577,Disco Zoo,price,0.0
576,Royal Revolt 2 – Defend Your Castle,price,0.0
575,Musi - Unlimited Music For YouTube,price,0.0
574,Ringtones for iPhone & Ringtone Maker,price,0.0
571,Triller - Music Video & Film Maker,price,0.0
570,N.O.V.A. 3: Freedom Edition - Near Orbit Vanguard Alliance game,price,0.0
569,Looney Tunes Dash!,price,0.0
568,Tap Sports Baseball 2016,price,0.0
567,War Dragons,price,0.0
566,SMILE Inc.,price,0.0
565,DoorDash - Food Delivery,price,0.0
564,FreePrints – Photos Delivered,price,0.0
533,Basketball Stars™,price,0.0
532,GroupMe,price,0.0
530,Dude Perfect 2,price,0.0
526,Block! Hexa Puzzle,price,0.0
500,Crazy Kitchen,price,0.0
498,Bandsintown Concerts,price,0.0
497,100 Balls,price,0.0
496,Talking Ben the Dog for iPad,price,0.0
495,Recolor - Coloring Book,price,0.0
494,Neko Atsume: Kitty Collector,price,0.0
493,Hotels & Vacation Rentals by Booking.com,price,0.0
492,Zombie Tsunami,price,0.0
490,Stick Hero,price,0.0
488,Fun Run 2 - Multiplayer Race,price,0.0
487,Arrow Ambush,price,0.0
486,Solitaire TriPeaks: Classic Card Game,price,0.0
484,HotelTonight - Great Deals on Last Minute Hotels,price,0.0
483,Candy Crush Jelly Saga,price,0.0
482,Into the Dead,price,0.0
481,Hotspot Shield Free VPN Proxy & Wi-Fi Privacy,price,0.0
480,Jenga,price,0.0
501,Rolling Sky,price,0.0
502,Southwest Airlines,price,0.0
503,"Etsy: Shop Handmade, Vintage & Creative Goods",price,0.0
517,PicsArt Photo Studio: Collage Maker & Pic Editor,price,0.0
525,YouTube Kids,price,0.0
524,"Karaoke - Sing Karaoke, Unlimited Songs!",price,0.0
523,Followers + for Instagram - Follower Analytics,price,0.0
522,Quik – GoPro Video Editor to edit clips with music,price,0.0
520,Pop the Lock,price,0.0
519,Extreme Car Driving Simulator Free,price,0.0
518,Megapolis,price,0.0
516,Trials Frontier,price,0.0
504,WWE Immortals,price,0.0
515,"HuffPost - News, Politics & Entertainment",price,0.0
514,"Documents 6 - File manager, PDF reader and browser",price,0.0
512,Blossom Blast Saga - Fun Flower Match & Grow Game,price,0.0
511,Talking Tom Cat for iPad,price,0.0
509,Twist,price,0.0
506,Dog Simulator 2015,price,0.0
505,World Chef: Restaurant & Cooking Game,price,0.0
1912,Tubi TV - Watch Free Movies & TV Shows,price,0.0
1913,Auralux: Constellations,price,0.0
1914,Eventbrite - Local Events & Fun Things To Do Near Me,price,0.0
3612,HOUND Voice Search & Assistant,price,0.0
3608,Cube Skip,price,0.0
3607,Driving Zone,price,0.0
3605,SPIEGEL ONLINE - Nachrichten,price,0.0
3601,Blair's Fashion Boutique - School Style,price,0.0
3600,Content Transf,price,0.0
3599,Trio,price,0.0
3598,Kahoot! Play Fun Learning Games,price,0.0
1,Instagram,price,0.0
3595,Z Buster,price,0.0
3590,Rock The School - Class Clown,price,0.0
3588,Rockstar Girls - Crazy Concert Day,price,0.0
3586,QB Hero,price,0.0
3585,Pop The Circle!,price,0.0
3584,招商银行,price,0.0
3580,Mucho Party,price,0.0
3577,QQ安全中心,price,0.0
3576,腾讯微云-安全备份共享文件和照片,price,0.0
3609,Zen,price,0.0
3617,Mad City Gangs: Nice City,price,0.0
3568,Back To Square One,price,0.0
3620,Rayman Classic,price,0.0
3655,What Dog A Microsoft Garage Project,price,0.0
3652,Fast Food Rampage,price,0.0
3651,QQ邮箱,price,0.0
3650,Popcorn Buzz - Free Group Calls,price,0.0
3648,Spoon Pet Collector,price,0.0
3647,Ice Princess - Royal Wedding Day,price,0.0
3644,Tidal Rider,price,0.0
3642,Social Picket - Stalker & Spy for Instagram,price,0.0
3641,Arcane Online - Fantasy MMORPG,price,0.0
3640,Cut the Rope HD™,price,0.0
3639,Haywire Hospital,price,0.0
3638,闲鱼-让你的闲置游起来,price,0.0
3634,暴风影音-BaoFeng Player,price,0.0
3632,Warlords - Turn Based Strategy,price,0.0
3630,Remixlive - Remix loops with pads,price,0.0
3628,"Mixels Rush - Use Mixes, Maxes and Murps to Outrun the Nixels",price,0.0
3626,去哪儿旅行-预订机票酒店火车票特价旅游自由行,price,0.0
3569,Soccer Hit,price,0.0
3564,Hidden my game by mom - escape room,price,0.0
3491,Folioscope,price,0.0
3526,Cops & Robbers!,price,0.0
3523,Face Filters - Dog & Other Funny Face Effects,price,0.0
3522,Google Trips – Travel planner,price,0.0
3521,MP3 Music Player & Streamer for Clouds,price,0.0
3519,Champs Sports,price,0.0
3516,SkillTwins Football Game,price,0.0
3513,Ideas for Elves — The Elf on the Shelf®,price,0.0
3511,Delicious - Emily’s Message in a Bottle,price,0.0
3509,Tower Knights!,price,0.0
3508,Christmas Countdown 2017,price,0.0
3506,The Robot Factory by Tinybop,price,0.0
3505,Sacred Legends,price,0.0
3503,Global Shark Tracker,price,0.0
3502,Slaymoji - Emoji Keyboard & iMessage Stickers,price,0.0
3499,Crazy Love Story - Wedding Dreams,price,0.0
3495,QQ游戏大厅HD,price,0.0
3494,Ketchapp Soccer,price,0.0
3493,Résultats Foot en Direct,price,0.0
3524,Univision NOW – Stream TV en Vivo y On Demand,price,0.0
3528,Color Dotz,price,0.0
3562,携程旅行-酒店、机票、火车票预订助手,price,0.0
3529,Quiver - 3D Coloring App,price,0.0
3561,Musical Video Maker & Editor Live Videoly Studio,price,0.0
3560,Tap Cats: Idle Warfare,price,0.0
3558,Evel Knievel,price,0.0
3555,Daniel Tiger’s Day & Night,price,0.0
3553,Batman v Superman: Who Will Win,price,0.0
3552,Kids Movie Night - Popcorn & Soda,price,0.0
3550,Giffage – The GIF Keyboard for GIFs,price,0.0
3549,Tennis Bits,price,0.0
3546,赶集网-工作生活啥都有！,price,0.0
3544,Crooked Path: Infinity Run,price,0.0
3542,Cloud Music Player - Downloader & Playlist Manager,price,0.0
3540,ZDFmediathek,price,0.0
3539,Musical Video Maker - Create Music clips lip sync,price,0.0
3537,Baby Airlines - Airport Adventures,price,0.0
3534,FaZes - Run & Jump,price,0.0
3532,Crane Game Toreba!,price,0.0
3530,Hoverboard Simulator,price,0.0
3657,Wire Bounce,price,0.0
3658,Bonk! Presented by The Tonight Show Starring Jimmy Fallon,price,0.0
3659,Fam — Group video calling for iMessage,price,0.0
3811,Garfield: My BIG FAT Diet,price,0.0
3807,Moji Edit- Your Custom Emoji Avatar Face,price,0.0
3805,Dawnbringer,price,0.0
3803,Tap the Blocks,price,0.0
3802,HISTORY Vault,price,0.0
3800,Sniper: Traffic Hunter,price,0.0
3799,LEGO® Ninjago: Skybound,price,0.0
3798,SoundCloud Pulse: for creators,price,0.0
3795,VeeR VR - Virtual Reality,price,0.0
3794,VR HORROR,price,0.0
3793,Sloomy,price,0.0
3786,Dropple,price,0.0
3785,Poke Map Realtime Locator & Radar for Pokémon Go,price,0.0
3784,InstaSave for Instagram - Download & Repost your own Videos & Photos for Free,price,0.0
3781,Chaos Centurions,price,0.0
3777,PetMOJI – Character Creator & Emoji Keyboard,price,0.0
3773,Motor Trend OnDemand,price,0.0
3772,Hiking Project,price,0.0
3810,Model My Diet - Women - Weight Loss Motivation,price,0.0
3813,VR Street Jump for Google Cardboard,price,0.0
3664,Muhammad Ali: Puzzle King,price,0.0
3816,Tantan,price,0.0
3844,Christmas Stories: The Gift of the Magi,price,0.0
3842,Picolo drinking game,price,0.0
3841,Logic Traces,price,0.0
3839,Crazy Freekick,price,0.0
3837,Ice Road Trucker Parking Simulator 2 a Real Monster Truck Car Park Racing Game,price,0.0
3835,"CATCHY Photos-Easter Bunny, Tooth Fairy and more..",price,0.0
3834,Video Call Santa Claus Christmas - Catch Kids Wish,price,0.0
3832,TALES OF LINK,price,0.0
3831,Flip,price,0.0
